_id,results.Array_increment_by_map.performance,results.Array_increment_by_map.rme,results.Array_increment_by_for.performance,results.Array_increment_by_for.rme,results.Wasm_increment_by_map.performance,results.Wasm_increment_by_map.rme,results.Wasm_increment_by_for.performance,results.Wasm_increment_by_for.rme,subject.name,subject.value
5fde074e52d8272478ff4056,1256914.7284623252,1.6897458464349324,2607642.5422876803,0.19435327446727563,154030.875689495,1.8419644655595369,2591629.2947888,0.13468446875303677,array_size,464
5fde075452d8272478ff4058,1676243.0985478978,1.0668320992198546,3366871.990479435,0.24507136192845203,212472.77337886958,0.7268111516567325,3383826.9132839334,0.1292806197553617,array_size,352
5fde075952d8272478ff405c,2837134.443844105,4.9427680698695795,5530034.400794086,0.25601590260557044,348907.97267674276,1.149500745865389,5536314.935856691,0.5191062266392267,array_size,208
5fde075952d8272478ff405d,964832.245201572,0.6555319272470119,1992634.8270935041,0.10544645843919052,128064.89286825873,0.9306102548110172,1998312.1790717102,0.18849534054899691,array_size,608
5fde076152d8272478ff4060,587664.2848291678,0.33088660935816083,1231952.9586167422,0.32167107829164754,80709.18680511542,0.8010129116680136,1233002.3317960533,0.4128840597177605,array_size,992
5fde076a52d8272478ff4065,714235.9549873825,0.6347462163378994,1496654.9319140997,0.10355463325185366,94658.95500508894,1.0588896814319908,1495294.8332930685,0.10530991807920907,array_size,816
5fde076a52d8272478ff4066,3312922.9582031206,5.014179162565432,6412057.478483816,0.6373425858483538,401493.7933858842,2.1628840972737455,6471723.14830324,0.19986304946417363,array_size,176
5fde076a52d8272478ff4067,1191103.7271656585,0.7352932872170392,2432979.5362709626,0.16015897280038735,155098.83453123944,0.5840556453434895,2433558.3241922334,0.2021277739179997,array_size,496
5fde076f52d8272478ff4069,1912558.1207782372,3.6220361356664954,3877738.7796459617,0.15385417612271568,247416.72631429476,1.0996115775568014,3895710.740601435,0.19087206844629037,array_size,304
5fde077d52d8272478ff406b,10812025.63682873,1.4625391940765118,20993597.153809685,0.8127710718045381,998989.5566225662,1.0988538834758703,20953795.79103074,2.057114258337487,array_size,48
5fde078c52d8272478ff406d,26823813.25840875,2.870584232831223,51974812.02313793,5.1815041269072655,3932997.1334766042,0.3920852321641554,44951248.00859574,2.7348272247668755,array_size,16
5fde079152d8272478ff406f,769734.0782139204,0.3116910706128787,1589044.7257415084,0.07008952250737858,102241.16361708322,1.2074315880040192,1583980.140112417,0.1675075086693749,array_size,768
5fde079752d8272478ff4072,15226333.397565434,2.147510559389248,28816370.3900301,0.8095014734790179,1352189.52100542,0.4904532154668865,28965020.3285512,1.6283656516823743,array_size,32
5fde079c52d8272478ff4075,916258.1675886746,0.35907159637735064,1898589.977673304,0.08690094637664471,121057.16498696826,1.5628046015076533,1894231.9570324984,0.1549099639012133,array_size,640
5fde079f52d8272478ff407a,798719.1463145987,0.5282204874584386,1653921.9123800565,0.1309668168161797,108431.74756072933,0.2757823841806332,1657108.907909243,0.1706026766495382,array_size,736
5fde079f52d8272478ff4079,1018937.5575010476,1.4887940417708794,2101038.711306405,0.17187626692387653,134947.6211632347,1.1590161664443412,2101084.055439845,0.14874222217143465,array_size,576
5fde07ab52d8272478ff407e,994871.2145355848,0.7084069888222805,2045216.1392046728,0.12863393686995003,130340.43227724034,0.9681070516809884,2047078.0862299912,0.13900042105643012,array_size,592
5fde07b252d8272478ff4080,1226970.0664658074,0.559677379984072,2503288.8108108635,0.08298294335476494,159213.58017361528,2.0310568093499253,2510234.524933382,0.18306095121190977,array_size,480
5fde07c852d8272478ff4085,854362.7223509256,0.3611122541091261,1767091.8786869235,0.09766043311663047,113052.98368583425,3.49768880416066,1767400.8791621549,0.0977173610290232,array_size,688
5fde07c852d8272478ff4084,1327512.2633894687,0.4255707939440031,2680989.683361654,0.1486058938691079,174023.48730156082,0.6944524701224551,2681909.1255104113,0.14108190849284652,array_size,448
5fde07d152d8272478ff4089,897632.1792542981,0.5833488263226847,1849752.9692225603,0.12689688892474432,120245.83544391852,0.6640619118883522,1846680.099100461,0.1820006351654808,array_size,656
5fde07d152d8272478ff408a,782588.6340414863,0.3642186914638761,1617747.6111266033,0.12254384339194101,102655.68794036182,2.24350895135415,1619031.7735840413,0.07075601175246417,array_size,752
5fde07d652d8272478ff408c,1363848.8129641714,0.8319023435478105,2772552.86866575,0.13589757314924894,169990.22516208232,4.929477095908108,2777640.7904923134,0.08998477343259918,array_size,432
5fde07de52d8272478ff408e,1152870.9580154072,0.793366861250733,2355765.8042449486,0.2142308851662537,150991.19112958884,0.7495756822899314,2360223.8319245065,0.0817356188822071,array_size,512
5fde07e252d8272478ff4091,871505.4918054016,2.0770617530181243,1809827.5882580767,0.14968660934111852,113947.39758633987,3.106385066069345,1807105.4414266504,0.0769002569621384,array_size,672
5fde07e752d8272478ff4094,822938.1032602084,0.34584222415306026,1679625.3288149603,0.7984653386713298,106973.04224731805,1.0021310942254154,1691016.1343241255,0.050710507539529805,array_size,720
5fde07e952d8272478ff4096,678777.6139719926,0.3868967864607672,1415278.1169727887,0.14664844996825388,91720.85403678543,0.7433205190556226,1414356.1680442952,0.08591571330245043,array_size,864
5fde07f852d8272478ff4099,1473761.1919471575,0.488879526235876,2985190.532387174,0.14528707885569417,189236.86589494013,1.2285556066041539,2988338.1685825735,0.1263884814286423,array_size,400
5fde07fe52d8272478ff409b,640628.6984893657,0.4691366924150379,1343559.3311765078,0.06779190596189391,85991.01194984508,1.2018604268661854,1342237.8603597071,0.06877573930460654,array_size,912
5fde080452d8272478ff409d,2184417.4179345667,0.5184093648129228,4316644.69843804,0.2485542009690637,271683.4248750578,1.7049588492546883,4318729.308897524,0.11213871297448456,array_size,272
5fde080652d8272478ff40a0,665655.7182197266,0.7754149278772455,1389659.9160870847,0.09249586289518547,90011.93161219016,0.875851771755801,1390074.4129514336,0.06107029678104843,array_size,880
5fde080652d8272478ff40a1,3688086.9354668744,0.6129869834777922,7016355.94791388,0.25705353917644025,429769.59027842793,0.6651453052756093,7032927.005865641,0.267825075623128,array_size,160
5fde080852d8272478ff40a4,2480023.8337018336,0.610525448781545,4834713.896965725,0.1693114515477183,307441.35787677974,1.438673131142087,4845847.922308041,0.1418809232030446,array_size,240
5fde081152d8272478ff40a8,839714.4293349173,0.42552619032467914,1729831.5049799343,0.24204849393109673,112333.18071887331,0.6293851650146923,1727331.3081544102,0.07316631167730141,array_size,704
5fde081152d8272478ff40a7,1418877.8512044894,1.1255142965490335,2878678.027571623,0.1123582974752761,184797.38409769352,0.8458148131377553,2876903.364119898,0.11591325218537085,array_size,416
5fde081552d8272478ff40ac,3071630.0032057907,0.7462665996050805,5941503.384710652,0.2039283678019763,371958.5696925799,0.8144078557214638,5890068.6000119215,0.24506690880028997,array_size,192
5fde081752d8272478ff40af,2652105.7409445783,0.7454298000840855,5173346.978472013,0.18228328858099618,327239.09878139046,1.3614289943677058,5176628.163037953,0.13929101922488604,array_size,224
5fde081a52d8272478ff40b2,2057785.335170945,0.5380435554446424,4086016.3589931424,0.17273150550992375,262633.0203662988,0.41963064011165196,4088071.1148373066,0.11472844011096647,array_size,288
5fde082052d8272478ff40b5,694418.2374159757,0.4002235955824849,1440186.2616621966,0.0948427736360304,93300.30181953925,0.6695994757087742,1441113.1725203001,0.06793947452552816,array_size,848
5fde082152d8272478ff40b7,5093310.153922368,0.7475413037293226,9652929.828299033,0.39580520599871927,568814.0141085945,0.776287773448242,9627216.324041458,0.3664749746696054,array_size,112
5fde082352d8272478ff40b9,631199.2896017926,0.3582360175145559,1319007.6283797068,0.11029140787689201,86515.25496650627,0.3551963811539899,1320467.5562791585,0.056781262435859466,array_size,928
5fde082552d8272478ff40bc,703424.1297777214,0.5596108943884835,1466074.6856928866,0.07593718341964258,95129.69443184625,0.6161475934400165,1468229.0461924896,0.058455748382156114,array_size,832
5fde082652d8272478ff40bf,2330230.3850475247,0.5129566162665247,4561201.6892899275,0.11369065937717676,292295.6267813607,0.5373547195859956,4566846.840873864,0.14910609167891545,array_size,256
5fde082852d8272478ff40c2,734839.9702676429,0.2934227059906458,1526187.0844147801,0.21253221111151127,99652.58935615061,0.36746295165248916,1526746.949849435,0.052979938748090184,array_size,800
5fde082a52d8272478ff40c5,1059824.2531158265,0.6817832117765525,2157900.9530618796,0.10387801157481588,140759.99283898532,0.45060340214205813,2159488.79834048,0.07840542293805008,array_size,560
5fde082c52d8272478ff40c8,1768671.7003666598,0.4870711553766139,3528770.31412126,0.1502174511467425,224699.6038155308,0.5572374647431827,3529523.1748206094,0.11320688180691803,array_size,336
5fde082c52d8272478ff40c9,1857752.7317935945,0.478393271397088,3696643.7109351456,0.1462283110272919,238724.90421860036,0.2573794155606832,3699101.1748712966,0.10875366170316238,array_size,320
5fde082d52d8272478ff40cc,4539239.909969959,0.6105957718623531,8590666.000218326,0.3038032825752288,503336.79291996337,0.787018528760456,8574935.050607989,0.3441112102466029,array_size,128
5fde083252d8272478ff40cf,1590045.5209212787,0.9963400673732424,3233141.5317515335,0.108671760870847,207402.21025642223,0.4781524028679769,3238282.7855560775,0.09741960908172403,array_size,368
5fde083452d8272478ff40d1,5686200.901311075,1.0569555043616627,10901924.567510571,0.41472374789228983,649475.6264408302,0.5062940690663246,10992141.522254093,0.35346003163078826,array_size,96
5fde083b52d8272478ff40d4,1091532.5305647207,0.3590894065435003,2218401.1882808926,0.07648044535155782,145380.95156893233,0.27270698506938806,2221767.175554208,0.08389393795265358,array_size,544
5fde083c52d8272478ff40d7,605257.743860998,0.36539462613641455,1276459.0469612896,0.05794873469147493,83168.71550975149,0.552728988304948,1274300.9569976388,0.06338152024738941,array_size,960
5fde083e52d8272478ff40da,4031118.0690388815,0.767940457581065,7748245.290867595,0.1879582957538154,463842.3148673926,0.7179129489927547,7743105.476597018,0.20271325412028687,array_size,144
5fde083e52d8272478ff40dc,562514.9614625288,0.7468277213491441,1196008.421345641,0.07267423312424481,77145.99525786661,0.5937604082567156,1197109.7140977012,0.0792323032296451,array_size,1024
5fdf35c64583bd1d70c268b0,154484.3380979904,1.946674445985474,384587.84264111926,0.9712469314032799,22294.941647295607,0.9086008227650757,378721.69153592526,0.7939059747356857,array_size,3200
5fdf35f64583bd1d70c268b2,139957.34149674157,0.9935236894983849,336291.310656361,1.0413923331186163,20983.742757418142,3.22270515385109,346438.451953831,0.6318917846461475,array_size,3584
5fdf35f94583bd1d70c268b4,244315.08484942155,1.5221409161236197,573097.9993147857,2.4664354472722443,35430.32837410858,1.9104072758401103,581995.5773133916,0.6978435627059174,array_size,2048
5fdf36014583bd1d70c268b6,120266.13547175331,1.9024150287808885,297650.99109357677,0.6530298905933926,18645.13831571452,1.7248448049572738,297682.11168764776,0.8240793013791716,array_size,4096
5fdf360b4583bd1d70c268b8,229336.955998988,1.2478938965085664,548959.1774455378,0.7102951720366387,33667.29145702231,3.3757550730071277,551834.8284804075,0.6043390900553224,array_size,2176
5fdf361e4583bd1d70c268ba,142981.56002791057,1.6897540247369531,353705.1433089193,1.3017831391516208,21520.745914832536,1.1931594132817869,353444.7440304139,0.7106815542827206,array_size,3456
5fdf361f4583bd1d70c268be,356093.8861755478,1.0258628440425683,847790.7431918673,0.7917003316319622,55320.91314797467,2.178188957031998,820142.9540834264,2.59463981312901,array_size,1408
5fdf361f4583bd1d70c268bf,125768.06350222653,1.0768147942328867,301778.4610698871,2.6082399054732606,19600.728240429184,0.9152978769300314,300956.98508334125,2.3935690040193265,array_size,3968
5fdf361f4583bd1d70c268c0,148000.04796548866,2.041648873469955,365633.4040030184,0.9991592213788248,23068.501607238268,1.5159339922037494,364074.2058914711,0.9566765185630856,array_size,3328
5fdf36214583bd1d70c268c2,134780.35936338626,1.2727260539472511,329312.0083078791,0.8454110119541639,20948.226466984248,1.1266737198172565,330757.27886989014,0.8154595001747604,array_size,3712
5fdf36224583bd1d70c268c4,161246.18875676233,1.6260185184916736,397155.3396599432,1.8673832410572289,25221.69885130115,1.027604176211948,390831.73073126207,1.12572937556523,array_size,3072
5fdf362c4583bd1d70c268c6,217569.31132519615,1.265663082378109,518858.0561473696,0.8993379653428717,34134.021245518576,0.879332161243014,508726.3714169067,1.2851502721696209,array_size,2304
5fdf362e4583bd1d70c268c8,129479.48998895288,1.503300346487252,314998.2388252436,0.9815561478921443,20521.12508535265,0.8592610892266218,311644.0618659621,1.9593630915526294,array_size,3840
5fdf36324583bd1d70c268ca,177895.22397797686,1.355617924243015,425494.07236660057,0.8216347547464293,27143.455439000336,2.945647561043437,419500.5381232412,1.1452152013366266,array_size,2816
5fdf36334583bd1d70c268cc,391371.055164027,1.3780038561462578,933851.8211546056,0.7426733244559454,61576.731653872346,1.2608554749965517,918949.4254042188,0.8854417921364587,array_size,1280
5fdf36344583bd1d70c268ce,196621.3959191433,1.1463771454401737,468794.50658362,0.5799238460660211,30471.979363420192,1.401668852464277,459879.15566721634,0.7098355370127405,array_size,2560
5fdf36364583bd1d70c268d0,187218.98121584798,1.3598726382658153,445289.28290276113,0.7488761519319572,29136.205014544114,1.4407785389108114,440828.57579886646,0.9127714026150989,array_size,2688
5fdf363d4583bd1d70c268d2,278967.1640350516,1.2792209137216044,666775.6838022914,1.0356590816064988,43744.976792574904,0.9706231830661157,655759.4342961446,0.7808066497308429,array_size,1792
5fdf36434583bd1d70c268d8,203889.33529953135,1.2582420263384289,494370.59060976224,0.49471423531307607,32154.70992123846,0.9844510376414234,486098.3240801857,1.1341743220372016,array_size,2432
5fdf36434583bd1d70c268da,421002.4597237579,1.2574478864745275,1025525.8565267859,1.3465236250533537,66974.31609213636,1.5623689864611305,1026905.7843476718,1.0995938107929866,array_size,1152
5fdf36434583bd1d70c268d9,326094.728837944,1.487508697702039,776924.9368239763,0.9261355576446794,50809.66185785874,0.8840313940537947,767970.8098231402,1.2302227509948254,array_size,1536
5fdf36434583bd1d70c268db,299748.7062364095,1.2606806032739872,721459.1892949827,0.8149334175038427,46712.068671741574,0.810771859567914,709487.481679707,0.8743783224360461,array_size,1664
5fdf36434583bd1d70c268dc,258740.43640551626,1.723408016890675,624788.9135114048,1.0590700564627302,40534.71066574328,1.030404825690521,616835.0556794672,1.1386119290807828,array_size,1920
5fdf36464583bd1d70c268de,170344.04109739297,0.9985593285264682,405564.8968835217,1.078652099442523,26151.752132127025,1.0557169044752548,407531.759245916,0.8663581776708925,array_size,2944
5fdf3b3f4583bd1d70c268e0,131074.7872172493,6.783376095363374,306490.2536168816,9.395011591195882,20369.938474858172,1.2395432093173435,347407.73361620936,0.8546189413075547,array_size,3616
5fdf3b544583bd1d70c268e6,165194.8836116736,5.1262284137884295,374095.9696808202,14.592288422221952,23869.5795885354,3.195404501905756,418942.47811129,0.2100102083835661,array_size,3008
5fdf3b634583bd1d70c268e8,203335.05818548508,36.333531623973556,552639.5664764653,3.3897156451241752,32842.056696055355,4.827681143547092,568496.3446426662,0.9234213929681356,array_size,2144
5fdf3b894583bd1d70c268ea,133962.28588867982,3.581313177268681,305855.6917421488,15.617775734606884,20882.235032411674,3.0096766668372013,337019.66423903656,3.3037002686846875,array_size,3520
5fdf3bb84583bd1d70c268ee,443131.4321012832,2.1918448080186717,1161067.1303993382,0.21932612021896403,69864.89245410445,10.156636721641602,1129895.4508022151,3.330336328030236,array_size,1056
5fdf3bc14583bd1d70c268f3,137026.90550398175,4.668247157343406,360796.5623156951,2.0459195021673735,21821.78433852478,6.874620980716544,371539.8218904709,0.6248270983893842,array_size,3392
5fdf3bc14583bd1d70c268f4,124501.41358577344,5.876577072053159,343964.0223764703,0.32047351129067436,20430.744826447524,8.726342245941918,333508.9734700811,8.153894672991694,array_size,3648
5fdf3bc14583bd1d70c268f2,142385.46967966348,9.38496717562461,349506.3938735872,21.939031345854833,24840.80857621498,1.4525115423415895,367489.49948003265,12.44306322216301,array_size,3232
5fdf3bcf4583bd1d70c268f6,358025.65149629273,1.9006251258254405,891369.6900324697,0.2959531965631891,56990.88002248463,2.30325678611829,826385.2423946299,16.5565933768169,array_size,1376
5fdf3c154583bd1d70c268fc,118863.20767942454,2.7258405143572353,307226.0975106555,0.9422921894558586,17825.069600071536,4.992550275464196,310114.66057286086,0.35534926411124174,array_size,4064
5fdf3c274583bd1d70c268fe,258521.60069984617,2.073042401211493,648253.0957487513,0.9239514536409063,41049.511303654974,2.5278628874392,630818.1238011209,4.362921340518892,array_size,1888
5fdf3c2b4583bd1d70c26900,131896.34591361397,4.469363081246696,345436.2324571905,1.765584207262985,21259.506973643463,5.672213097172399,353614.2287302966,0.4538524268609796,array_size,3552
5fdf3c494583bd1d70c26902,117339.7696120359,3.936351705696882,305808.6392886191,2.922602243033965,19365.7793936306,2.631796913892925,300869.21647302114,6.672010360088744,array_size,4032
5fdf3cc14583bd1d70c26908,181888.74638725456,17.690619975716782,394973.63412114774,31.006295816578927,28367.83422221488,5.0845065295996115,492970.64055528416,0.7107111055761632,array_size,2464
5fdf3cc14583bd1d70c2690a,182036.9602075274,6.066644641958502,406588.5440711467,10.779901136527567,26100.50272326376,9.010034237193112,445638.53986967844,0.9691298964792011,array_size,2720
5fdf3cc94583bd1d70c2690e,188615.87385874114,20.159974716774368,521741.7543351194,3.6570245462261597,33117.513167822835,0.8809352497191969,536601.2930212067,3.552698810714715,array_size,2208
5fdf3cd44583bd1d70c26910,138113.0614360843,4.517368527378637,350879.9193226454,8.229167952424202,22264.42564207378,6.385230114435525,357849.4610897233,7.254715511400704,array_size,3360
5fdf3ce24583bd1d70c26912,283114.9531816378,7.896300746146423,704399.2516771462,1.8258769350516397,46275.071347935496,1.6610353356674334,722131.1203602018,0.7777378239633949,array_size,1696
5fdf3cff4583bd1d70c26917,420758.6197627423,2.376047170278916,1093374.6177984362,0.3131142885908224,68920.44359377652,1.5230355931284543,1089580.8690055534,0.4166094630884288,array_size,1120
5fdf3cff4583bd1d70c26918,135188.68974496934,4.982631840161709,365008.86401582544,1.1663012042835954,22374.312332051362,6.140836954111258,367258.90813261404,0.6382524607714634,array_size,3424
5fdf3d064583bd1d70c2691b,136095.25921030855,3.16201812626855,290669.57220790704,26.582609105021348,22505.697686254065,1.0894187786260314,354449.4620455339,3.004349008525032,array_size,3488
5fdf3d064583bd1d70c2691c,113119.21607407193,9.45112412141324,312438.2923097765,0.6679045131845773,19360.79401701225,1.4319898579258736,313010.38039295573,1.131860305647927,array_size,4000
5fdf3d204583bd1d70c2691e,259504.61205121005,5.23877685549528,675106.74637607,2.4582759350873484,44772.62450362782,0.9702914620031533,679553.0593964652,3.533993276218276,array_size,1760
5fdf3d204583bd1d70c26920,123925.58426968312,3.950921285147581,331612.9919973528,0.4736599497451818,20388.396720516284,2.581667341321865,331025.52624867525,1.405565378392941,array_size,3776
5fdf3d384583bd1d70c26922,123003.34957729772,4.142889712255978,329041.4189595627,0.27409323457423795,19971.770489722097,1.6849624577929156,329037.3490017534,0.7622990588947409,array_size,3808
5fdf3d484583bd1d70c26925,140723.43837146772,7.687378603790686,375463.8663621285,7.387149969775264,24239.628536005137,1.21473175134983,384614.38778403605,0.4626127713026806,array_size,3264
5fdf3d564583bd1d70c26928,146168.2856377128,2.0933337336868667,382220.09618687286,0.22322015464839062,23717.744078317173,1.0628704846424908,380362.4433193124,0.3731960349529597,array_size,3296
5fdf3d614583bd1d70c2692a,121633.85723131441,3.828458030279914,323447.28623022017,1.291008857062976,20638.86748320766,0.9125286168931626,321556.6754290937,1.164487007333296,array_size,3872
5fdf3d6f4583bd1d70c2692c,186812.0866603824,4.342923498592542,478926.8923125783,0.9750317849392722,31366.293409240876,2.602342122417066,470291.2395987641,2.5220188635988725,array_size,2528
5fdf3d7f4583bd1d70c2692e,155360.6550583885,3.3644838115049454,350399.6071786018,14.775080994268269,25489.887876028646,0.8546527906827284,380808.07596399746,5.918856693851023,array_size,3104
5fdf3d974583bd1d70c26930,120204.84270549058,5.321183886316486,317974.2349359324,0.30286403199495787,20069.312453213417,2.101015772225424,309273.08587118564,3.5611291674253622,array_size,3936
5fdf3da24583bd1d70c26934,148359.01257731504,3.9265970464798925,393739.9673796839,4.837131415996521,24714.229668806594,1.9613326286783916,393790.28029537975,1.1516510892503087,array_size,3136
5fdf3da24583bd1d70c26933,123684.52416366203,5.801268643359941,332543.49636342097,0.9350074539535104,20997.112054761248,1.5219196041669183,328497.75526497234,2.0033232309005506,array_size,3744
5fdf3daa4583bd1d70c26936,358504.51722959656,3.58310324682702,920390.1812424004,0.9380557273994169,55513.31502583786,12.662582836368774,898532.0738198573,2.4229022654817776,array_size,1312
5fdf3db54583bd1d70c26938,161332.5118640242,2.053769749664411,399576.2829145694,3.5366361752803783,25987.104410353237,0.8947158437944852,395946.68159463466,3.3374563624659235,array_size,3040
5fdf3dc04583bd1d70c2693a,148165.54968389563,5.590888223969805,385968.87720012845,1.7339006298170163,24619.603331166734,1.7733929170291745,394257.6146716897,1.3159153106514538,array_size,3168
5fdf3ddf4583bd1d70c2693c,237536.82063334328,9.935536313113463,572539.822262038,4.646039858248138,38183.311366201924,1.6131889801112096,600732.593110198,1.0603161004144006,array_size,2016
5fdf3de44583bd1d70c2693e,159627.84755194545,8.62651064074725,397600.8080250273,4.3301263298124875,26697.90124754132,0.9964032591235624,404229.28645369253,1.6218558370570517,array_size,2976
5fdf3df04583bd1d70c26940,253532.36029021832,4.291164977961569,595606.1492977791,3.301168141501645,39728.19189815698,1.0058453426802614,608221.6880890365,1.483804130788751,array_size,1984
5fdf3e0c4583bd1d70c26946,419328.6895585855,7.6685875709023135,1121561.5530665773,0.4792873199905598,70868.25771688792,1.2364551517575353,1110336.5830086283,0.8228597636863235,array_size,1088
5fdf3e1d4583bd1d70c2694c,311057.4985848646,4.9673944936760215,815167.9363120021,1.4568327450113434,52395.64173503963,2.0732640102340163,835036.2325494243,0.24600270646675532,array_size,1472
5fdf3e224583bd1d70c2694e,168043.9093718694,3.54843305440052,423004.12050817127,1.5711147858211612,27200.657435974495,6.3446749148303585,426341.60825841856,1.1211390806386732,array_size,2848
5fdf3e3d4583bd1d70c26950,393386.57100374566,1.5799481905732609,980227.6414190328,0.7713290031755987,62021.48013715522,2.0656654592003565,983696.1720093081,0.1628206943808032,array_size,1248
5fdf3e534583bd1d70c26954,122888.5936022993,3.3037759560033493,313878.5138772208,1.1292890175267918,20405.957119721275,0.9834343122000736,309351.04086102213,6.229921138986076,array_size,3904
5fdf3e6b4583bd1d70c26956,233601.31815146015,2.611492720969889,556696.8254689315,4.733099270934744,38232.42460732186,0.3231597819873623,548305.091583752,6.955842035769343,array_size,2112
5fdf3e6f4583bd1d70c26958,274111.17418403795,4.452194567346547,692394.4340629671,3.306050329602501,44786.86843302599,1.7669433211186902,705088.9208396844,1.0205886826996593,array_size,1728
5fdf3e724583bd1d70c2695a,186931.67660883852,3.8114291796633615,481865.0662531934,1.4791377503666967,31319.54238862645,1.594680418070809,490792.4202529385,0.37907152939936545,array_size,2496
5fdf3e7d4583bd1d70c2695c,183858.9984212516,2.6379277915804975,458805.93668257736,1.3191421659513172,29787.721565382086,2.9840931420886974,468256.2971951577,0.3401669028193407,array_size,2624
5fdf3e824583bd1d70c26960,186082.67052448995,8.126640410980379,501124.73629065225,3.365023238992446,33865.8785654371,0.945012163322884,521872.5300254135,0.9365494248915246,array_size,2336
5fdf3e824583bd1d70c2695f,157586.22024855055,11.375627031329412,410770.5366379528,1.2750846846630908,26873.493416327336,1.1193788914479907,410543.4059839202,4.4937253556334475,array_size,2912
5fdf3e834583bd1d70c26964,240740.55352469615,4.135981504271121,581100.7593653037,0.7484732962909466,36937.87857744717,2.258596251007385,588798.1527909411,0.5967493813651563,array_size,2080
5fdf3e884583bd1d70c26968,293063.82221309823,3.509178037401904,743171.6872586099,0.725712224731923,47659.26031622474,1.128603479318461,750151.538274864,0.5328138892805124,array_size,1632
5fdf3e884583bd1d70c26969,201665.6090442995,8.674021276747284,503304.23130674224,0.9568921843340936,32889.87445926505,1.336126993716955,511125.3434228626,0.27491250555878616,array_size,2400
5fdf3e884583bd1d70c2696a,201176.78428055634,23.825388383890868,527391.8664313136,3.8490956976372543,35297.53177972243,0.9615046379560246,548128.1853557132,0.3519938148293214,array_size,2240
5fdf3e8a4583bd1d70c2696e,132026.5509534979,2.101560481198424,335898.735345853,0.7491759697535533,21215.982931099585,1.6036332798410984,337631.7161779103,1.8487688997305007,array_size,3680
5fdf3e904583bd1d70c26970,329218.45276263787,2.299103683011018,790719.6186092664,1.7869848784092937,53551.91074537514,1.2910236202270067,796110.7107610595,3.5852958984363568,array_size,1504
5fdf3e974583bd1d70c26972,315475.2526989169,2.051579931672607,763565.6499087008,2.140340665870397,48488.67502717398,2.7324102485856994,773015.41302661,1.9609721862707798,array_size,1568
5fdf3e9f4583bd1d70c26976,270923.0654990289,1.56160932645066,656946.404085887,1.583444564564051,42501.93034716112,1.829421611163324,670279.4923543589,1.0015685133192844,array_size,1824
5fdf3ea34583bd1d70c26978,259322.82435508486,3.194975366397082,653563.0596481998,0.9527247268668418,42315.40765629194,0.7803743468952515,661248.0190684234,0.32254092033112425,array_size,1856
5fdf3ea44583bd1d70c2697c,178791.9612371555,4.495186211171551,453620.8213261379,1.414884603459004,29213.17978538513,1.9881758589275846,456608.63378119335,1.971053252407443,array_size,2656
5fdf3ea44583bd1d70c2697e,170368.6820504717,4.181223570099337,433283.50494607387,2.062948762574189,28253.877957010638,1.0006033849127423,430625.75749064184,2.7952298667430657,array_size,2784
5fdf3ea44583bd1d70c2697d,169509.22925149812,1.7071134422109828,421335.74972528504,0.7319660134203331,27523.66157137148,1.5061459482200845,417807.09791919775,2.3648325650950923,array_size,2880
5fdf3ea64583bd1d70c26983,296839.1212316902,3.612905760629458,755826.6801562782,1.3329403546385477,48648.71799092324,1.512694581788292,757721.70140585,1.6570239943609386,array_size,1600
