_id,subject.name,subject.value,results.concat_with_reduce().performance,results.concat_with_reduce().rme,results.concat_with_join().performance,results.concat_with_join().rme,results.concat_with_toString().performance,results.concat_with_toString().rme,results.concat_with_for_loop_and_+_operator.performance,results.concat_with_for_loop_and_+_operator.rme,results.concat_with_for_and_concat_function.performance,results.concat_with_for_and_concat_function.rme,results.concat_recursive_with_+_operator.performance,results.concat_recursive_with_+_operator.rme,results.concat_tail_recursive_with_+_operator.performance,results.concat_tail_recursive_with_+_operator.rme,results.concat_recursive_with_concat_function.performance,results.concat_recursive_with_concat_function.rme
601160a7289a20936909002c,array_size,242,738466.962243102,3.980840794192881,309609.6983442776,1.3399174137391727,64074.16206742576,6.974096903628505,742369.7827054027,3.9683857075801146,771778.8412352327,1.3844584813423546,331919.63573714125,1.5152161529510626,321976.30230133294,5.8221043087162325,330717.28274254967,0.4524292270611704
601160cf289a209369090034,array_size,204,801285.9293630497,21.018572692390322,369552.44576184615,0.9840766869144522,78059.36628378028,2.0957408918566434,842255.9910735018,7.70322074938445,786606.0575564264,28.390588933218513,402493.47659126436,2.543566480000519,381235.32004969637,13.18067289449886,399099.3579554359,0.5576744000582837
601160cf289a209369090039,array_size,394,463134.3965849256,1.6031702544500637,194448.9521119063,0.9533823125267531,41333.8581581199,0.9732878183535734,452559.3892590732,1.7570595475716364,454282.6824615611,1.1872698798726455,190236.6040902459,1.2948909094230783,191352.29497153882,0.5117430362339175,195966.24466674312,0.26598450707493676
601160cf289a209369090037,array_size,736,252491.34442723476,3.4952898985054652,105513.10310745149,0.7812178295234069,21635.18131119557,8.621900894801234,255883.7393655221,1.6819059650847057,248271.54640213575,5.320401902900261,96130.25301125034,0.8289200874781952,92034.71671535312,0.7228726836453526,96668.28370495206,0.5027938766319994
601160cf289a209369090035,array_size,380,469051.0318958967,5.216180501327342,202397.54768391364,0.7786772652511781,43108.45128521983,0.7005615908858507,470674.9561527294,2.3883978997309945,474180.1299572865,7.115691387498484,206193.8448327017,0.4870493258369158,200736.4534212577,0.4811903084496318,207026.4759437553,0.7142851992473093
601160cf289a20936909003a,array_size,842,221888.51907996013,3.229777928276431,91897.67124762679,1.0525868272437806,19545.53336249128,1.4459747430976664,219626.11501278527,2.4254525552052195,214717.79540004474,5.769834926528612,83243.00831003123,6.176417235250804,85694.99520318733,0.40631150259684506,86739.21587199908,0.3437149437347259
601160cf289a209369090038,array_size,338,536297.4409111724,4.114397783356737,226917.05194317517,0.4745259039969453,48359.78621784291,1.3432915107333503,517688.0111398656,4.094681857901304,485964.5904448255,25.1757778126592,226843.01763209372,1.2400732582386855,226551.02350861425,0.661106181476275,232634.31821062198,0.7326403800504377
601160cf289a209369090036,array_size,234,750324.4382930321,4.595652396311784,315325.61755476985,1.1306882013379478,69050.87520914096,1.4893156996474661,730877.8770994336,8.53727851886792,760789.1567776583,2.585789325793823,347995.95921417855,0.5219834247464276,334553.1902814105,0.8745828624397883,348183.78261586913,0.6682631342694966
601160f9289a20936909003e,array_size,606,316134.8159274921,1.854977498964561,128181.80701652404,0.714750723546682,27139.048257956274,1.6975584702285704,309538.3555531091,1.0909266246476683,300972.4275636507,4.390404527449092,121349.45400285593,1.4581517026499144,116908.17090773708,1.7102597623902878,124147.09054587358,0.5043798811250705
601160f9289a20936909003d,array_size,918,201327.59470847974,7.802091686529336,84918.87572100494,0.7940133882676161,17944.782972769528,0.7044647905756712,203278.63398686185,1.4364008641274064,199817.83155467146,2.7989088480337734,76454.19376839124,2.4725024862455256,77736.17255961387,0.5611809286389827,78017.25067046937,0.9286782578367939
60116123289a209369090045,array_size,212,827655.5450679674,4.538579954083731,351016.5443921779,2.4480360454856727,75275.35633265211,3.5638387885080474,870624.7076691207,0.860581215033636,777715.4072866497,10.834880137183811,370780.911153052,2.469835437071177,314221.1684970419,39.854457784150284,383471.57649171236,0.37344831113275523
60116123289a209369090043,array_size,892,201742.32522092023,1.4734256966823633,86857.59415411166,0.7154239714755618,18591.579844382508,3.1834815936425973,205724.08464269477,4.843210476329158,212357.76071231763,3.1602927714467848,76622.54616038385,3.238470177646094,79898.53901901579,0.47185706291636725,81434.99701221919,0.30850151376867463
60116123289a209369090044,array_size,428,441579.6504511146,1.2241535366540688,179735.18396050757,1.7418062369950982,38440.16968640496,0.9952056269037347,431661.79162175657,4.423805410091961,408932.20232703234,3.7503892314800917,173481.5973806597,0.5887000142687467,179985.82666447066,0.37601988313526963,180112.87646943334,0.5836395552175728
60116123289a209369090046,array_size,404,454209.77055431344,4.238539485225644,190700.97422260777,0.6965346515525715,40480.36268824805,1.2094676980271934,447273.8794423522,1.7928743750084555,432398.86099740677,8.427739673377234,188557.7669541638,1.4146044977473085,185015.41960870355,0.6471908873560938,191273.07102868243,0.6503005545014965
6011614c289a209369090051,array_size,924,198665.9157051173,1.3114059309311075,84498.52366049972,1.060281493627615,17624.147791830164,2.2507429558287217,196507.93916561856,10.899404375711734,214544.25376540032,0.3168802348344814,76354.96399343712,2.9354932218459595,75266.84211317875,1.878080182343617,80658.13943268382,0.6184266227855653
6011614c289a209369090057,array_size,40,3539377.2880344815,0.9191229345375742,1754309.8154739772,0.4917215260257249,366948.9369359701,1.516987745806826,3618510.797792176,3.467085465114464,3569663.935744016,1.764925561556423,1805879.9527741885,0.7615485710358418,1770129.931878192,2.1347301001669057,1877028.4510358842,3.5902118812474524
6011614c289a209369090052,array_size,700,270784.2469487267,1.9317743273528687,109380.59250756896,1.6815939917242444,22963.190958161576,2.6395963861686433,263886.3221625921,2.4850604189300545,270061.42445349606,4.0867585495646805,100728.5625891415,5.228550978732352,103188.73975843757,0.40285191353078886,104983.53732899173,0.2519050832332987
6011614c289a209369090050,array_size,474,386052.10850980156,1.3995547258518404,158726.75532552626,5.06524078363483,33818.01734737885,2.314417460811207,376649.97313435306,11.256823338224876,381755.6876923173,2.1931641075129096,154582.34609990066,3.2396262820749517,161960.62357805303,0.6678686035974658,163925.36747153822,0.526498908778999
6011614c289a209369090053,array_size,492,392760.3812588315,1.7497352130137298,156045.82927982154,2.003612610479259,32872.999120665925,2.976173623410055,380187.7419923972,1.2191475720901017,360625.02053165017,4.838521573630219,146719.27310528027,1.0910648317227136,141160.56836699782,1.7020657803154993,155480.14968077745,0.6665360736269258
6011614c289a209369090058,array_size,252,713775.1054403955,1.57414221271574,300669.5132869261,0.7532446554749217,63997.482083739524,1.1474567356155232,703116.5314752645,1.5537147570023095,641193.910288188,20.222097117565703,320737.2941142434,2.1296050842448033,317424.1238962692,0.6975879797578328,325311.04142440937,0.5199564378627901
6011614c289a209369090054,array_size,558,329311.5521862445,1.508886470313601,138563.81396400553,0.8447424581632504,29133.751022593355,4.075014791186143,328031.68278979184,4.2983777897388675,318268.8979300751,3.441621287851973,126600.1443996342,4.466352422682369,132629.1797041191,0.5296212911423425,134502.92316192048,0.826935975303698
6011614c289a209369090055,array_size,172,935592.526492383,15.937258734016622,415931.49997303507,4.44255170860341,91245.10696046488,7.510239687661774,1013317.9808341975,3.2243274829218715,1046053.8650269295,9.105562442672724,455941.2979362833,2.2377284541855667,468295.0940877635,0.7771507553863262,473363.9517604188,1.0296201437576948
6011614c289a209369090056,array_size,732,253850.3837127301,2.6354940558630546,106343.44752757375,0.28357196796793127,22450.033345285694,0.9144386086804149,255550.53266396446,1.6407252964944694,249457.57075127136,3.453667135550161,99935.27177957188,0.6779290154214985,98178.66351570834,0.8368110422114,99439.1343888738,0.4611240132073762
60116175289a20936909005d,array_size,488,375032.1063084807,1.7910328513853995,157149.79098634623,2.4020379982280136,32312.08728114719,7.8613351669854,359312.97609140706,12.779469186511392,372668.50604075706,1.4848798669202223,127239.22826243634,35.133249969218575,155942.80870441312,0.5719182991853694,157473.64337203413,0.7770431121485869
60116175289a20936909005e,array_size,414,438873.95319861226,2.540001566259376,182430.3604039933,4.389180653162504,39671.1771767936,1.1678480548042207,432042.12264162087,2.699723760944275,421408.78190196236,6.570266205989124,182722.57769253926,0.7340265758930318,176006.39215750535,1.9047436483709244,183715.8765803565,0.41954010306252876
60116175289a209369090060,array_size,804,226695.3383547243,1.8981090959312226,96930.97502505282,0.49988574863417806,20235.343742746943,2.5270213148627256,224452.8298653889,12.607767005934633,232024.72803973846,12.311639876582314,87979.76986331187,0.5162670675956544,91542.15668083708,0.3450492164863179,92735.13036509833,0.7707430773963343
60116175289a20936909005f,array_size,798,228076.70867817834,2.3682185036745933,97236.515828914,1.6116082183846778,19742.743030308153,13.047123609916639,231439.68022682014,3.6788408629302363,231388.73033880146,1.0556196450076143,83227.98294924664,2.573070823234196,87328.86481218034,1.055586075566008,92919.75735402615,0.2943211950428427
601161a2289a209369090063,array_size,816,220332.13970119978,1.869637090489935,95560.88939783849,0.4137698712113196,20315.115536876532,0.7631025826909806,227792.62396789115,4.866849836528264,229617.91431103056,9.243001668634431,85390.99892043507,0.46845600227937106,88399.83946398649,0.4052469482120598,89466.32593560351,0.3289918180634811
601161a2289a209369090064,array_size,444,399374.5088723457,1.749422944022912,172669.71186464617,1.6144382080138908,34591.16373146461,11.896153169756916,382159.4876259271,6.700624630760801,401050.93132537184,1.1689600147812813,165010.5270722992,1.082720782277621,169703.42263101283,0.31348628561582587,166476.20771693415,6.93224362835718
601161e5289a209369090071,array_size,802,239804.4821947824,0.9322125010846912,93562.8010835302,4.7195246599256935,20190.00080793384,2.243228983848455,229576.48014034174,3.764677668040943,208918.5239433954,26.9685382168045,87317.71160180564,0.7080193904325042,83579.59821626292,0.6712164444163856,90522.43231412362,0.5968442418268842
601161e5289a20936909006d,array_size,718,262852.21550787264,3.403192851352077,108679.87690411399,0.24389867520575123,22716.112189031435,1.3817654169767835,274630.1738065525,1.3561430924729383,257903.15479953075,5.001711547789815,99209.72386279378,1.4781967786373782,100360.8264888629,0.5520243339874151,100935.82042952279,1.7893736907549511
601161e5289a209369090070,array_size,858,212716.51999534725,1.463471324747302,90614.10861501055,1.0877590941385853,18762.60151093534,7.4577054832641805,210947.2034849546,7.339746566012533,228772.29556215135,1.894472291933351,81655.39955898935,0.7418097015250402,80987.24460376413,0.22913564863081115,84082.18680492323,0.5705600876571653
601161e5289a20936909006e,array_size,740,252310.9611940171,3.0917956964754927,104875.73741637982,0.4696123548009191,22040.407629348323,2.457592698826541,252828.2542747455,1.8551633119435025,240673.13537316193,6.11204061094607,97136.13890352048,1.2788951417476704,95520.63410058188,0.4375346712302254,97649.84812801088,0.6103275660736648
601161e5289a209369090073,array_size,818,218552.55596506444,2.661759179873866,95394.62861656136,0.5506094203199527,20194.48133150574,1.5242392109584835,223473.1722849156,1.5109179621503273,226443.79592420327,6.100208857039487,87890.03226485796,0.5014487560584455,84182.14906195947,1.0083303758652538,86035.31357611067,0.36361925429956654
601161e5289a209369090072,array_size,846,218861.70925803384,3.093295362610022,92177.3782659955,0.4038613621679043,19377.798656276485,1.9755283323395219,212377.44302777117,4.328464213775903,220834.24036505917,5.991158362685253,83596.57611423155,2.299572731274988,84797.51198453394,0.33721634707840226,85819.31471618553,0.4775073298844172
601161e5289a209369090074,array_size,1018,179816.53890516394,1.0867993749609144,76738.41917556702,0.5612393725881372,15658.368028137387,7.850447981389193,181776.18287007278,3.5035000534367895,191861.56524446662,0.4307283378692942,67910.58425486894,0.6155830652713263,70972.59123349134,0.2802658402707666,70289.05196110903,2.8321848978406714
601161e5289a20936909006f,array_size,884,210626.96749609834,3.63802811989243,87100.03054951737,2.5915718877557383,18579.571258636737,1.0450190299480393,209220.09733353552,1.6208543253939474,214359.95211501775,3.1845055340832067,82073.28158299204,1.220115020013885,80525.73483977435,0.5201128758767954,81603.11062043827,0.4976806304004971
601161fb289a209369090076,array_size,326,562077.1270531039,1.7663296957746946,233881.36479550175,0.4657246186720359,46569.08185494533,12.5028299852142,558212.6903220052,2.418844153175808,548902.2843176798,0.9518488971415477,240515.5398920328,0.46053130369689693,243170.5083530231,0.3308126626686846,223299.2137921311,17.925562663816958
6011623c289a20936909007f,array_size,236,745601.4726959465,3.665812300766068,319883.22184800025,2.0008246457969845,67394.11529457335,3.0567322600707443,759376.054130478,3.336737409630176,796358.204701805,0.9399902891126055,333446.18472383945,2.2047213309079186,348109.91801333264,0.38008391484409515,345223.79468709504,0.6828552112490456
6011623c289a209369090080,array_size,876,207886.17129270997,1.1196683537924377,88992.53998086897,0.28661752192824225,18831.94946709976,1.7339297047942872,207412.25644753515,6.691036960434792,209049.46392606123,0.9947947985607523,81839.49474459088,0.5494870519032641,84096.25480552422,0.2929467280762547,79181.04374262317,5.757426855284669
6011623c289a209369090081,array_size,808,224358.87365384478,2.244967731235445,96768.92143929498,0.41178487189383733,20343.391842199522,0.8116403037156568,234353.82262957506,4.310687980271503,240487.02130254803,1.3436789140240453,87665.24313644273,0.5462542121436633,88710.92296241605,0.2615033285247799,88244.53610627583,2.4044306571298466
6011623c289a209369090085,array_size,114,1443858.9131708706,2.17051126135477,637111.6637138493,0.176744818547497,138757.47558861773,2.003778145405228,1509257.8932358725,1.9659440055032131,1568680.4583841064,1.2002694815333206,676360.8603786168,4.138995459082473,688059.7965569719,1.5217793833841862,689029.5685099149,2.102134847520878
6011623c289a209369090082,array_size,890,200914.34423643423,4.308303467845919,87845.06079934594,0.5841336554059381,18574.908078685778,1.5209024702049387,214306.2277776507,1.765322215637854,206753.38420206602,0.9627549991188087,74863.63338956647,0.32247343660807437,75750.6462336595,0.3145363677808241,79874.9330961414,3.109430720980738
6011623c289a209369090083,array_size,472,398513.93945065956,2.4568229768532177,164699.45496281612,0.2508662244852007,34653.958972467306,0.9825066531755805,383358.6636797467,6.1735078757410395,377683.2709758018,1.605326060576106,136084.1797244848,15.72150571163275,160364.27397397964,0.36003656824091973,151502.88515906077,12.610751566331594
6011623c289a209369090084,array_size,974,188283.82536572526,0.763156440469354,79459.03103031682,2.8146163344011463,16944.797295994133,1.4181488019579571,190437.72404870365,4.073100574621656,200254.84420956916,2.816680156121922,72936.64837714209,0.5060874861707715,73875.74205404386,1.1998328429249443,73031.97521155412,1.5375870224363737
6011623c289a209369090086,array_size,690,274956.00483206456,4.470753103499795,112637.60671471593,0.4585500876821566,24086.3063151366,0.6294222267092655,274191.1330723079,0.9258186367653803,268420.1560065881,3.8679097358424954,104220.95208132568,0.6310581141140347,106122.84596557256,0.4364569192260075,104956.01864458664,1.7623509055216473
60116266289a209369090093,array_size,794,228074.74731790926,2.3642953442604737,93679.83520205654,6.359492083011912,20457.843244584248,3.1513252373043574,232472.01859257137,0.281918689503623,225750.24660326215,3.751469147298493,91732.3940832952,0.5566650753385477,92339.33043018001,0.2629504926958446,88690.10098660765,2.653436564465034
60116266289a209369090091,array_size,862,209149.93717237032,4.20629239709172,90473.98848436412,0.2951210302248011,18606.40773519652,4.711752733972956,212687.86628732333,4.625150875268178,213917.10707566587,1.253330637827718,80322.81959002867,0.41525224899027474,83099.21206061226,0.27714106804681987,83271.51185308227,1.5176805897465875
60116266289a209369090094,array_size,882,206543.72664325676,1.2254115206170333,88526.90045313492,0.21986170856188436,18679.973640907647,0.7993267984301137,212519.05781185118,2.073400468712731,208430.45302446227,0.9253648283145322,74531.5338961879,1.7381947853827726,77945.33677186667,0.4352526114997545,80458.05959358983,1.710930272983075
60116266289a209369090090,array_size,410,433954.5287458947,1.0541159869708923,187472.43359440882,1.6248430352177494,39906.91904745166,1.1720536321977209,435847.66171867034,2.5390425684762596,458840.2852520696,1.3891037719977706,181781.34456049962,2.1806059442735277,182121.0180575781,0.4630228847128561,185454.483840745,0.9169613270600862
60116266289a209369090095,array_size,350,518305.7563718023,3.998594326890592,216173.18138227082,1.2887323255794803,43788.83972390936,10.873003623690089,504888.58764974464,5.6793757031561105,507479.73169165844,1.1900286060017056,223208.65107378658,0.7855727417282808,227881.09556285865,0.44944689734396637,222694.11496536792,1.2845678859713545
60116266289a209369090092,array_size,82,1866159.1067100102,11.228673241553222,862175.3418014799,0.9340003646661902,183278.5298757043,7.324957150640395,2029989.2678220074,1.672422827548608,2089092.435860382,0.7537386682650115,949694.9880163977,1.1045099481533733,924317.4911465443,4.095706955883838,951054.7529821392,0.5320105859389502
60116266289a209369090096,array_size,796,238479.71372201695,2.2417970819377997,98133.3174022165,0.5002895233863293,20689.101417687554,0.8483318416273996,221854.91304718863,7.84149842998977,215016.58033265854,12.21780301497989,89795.29281351749,0.4804082315404766,89677.68694051552,0.6793992884803011,90777.62127975684,0.7819431273191558
60116266289a209369090097,array_size,192,816193.1687460833,24.222605871474652,393835.81294218707,0.563039704590873,83393.210433748,2.9529772361429076,924321.2811920419,3.506464374006418,929373.0615945783,7.375130641322132,412722.5195723302,0.4233215415349946,426749.9712262581,0.6084754836995735,412806.7197278659,4.584486767177993
60116266289a209369090098,array_size,286,610707.8351125999,5.17398217461432,265427.5947836216,0.3058018324527316,55778.92369796439,5.002237831821337,617572.9092546852,3.5803117576227352,634575.9282368021,8.487373071680429,272330.5282601388,0.46615968161233423,281878.12838848727,0.45425799984680093,275597.5964470921,2.694710784197699
6011628e289a2093690900a2,array_size,524,348022.2761401159,1.3408259332860768,138888.16794397557,15.132427335478557,31225.04507569363,3.0736913227135765,345387.8141454438,7.209569081478663,368859.174265602,1.6443772453873888,134494.56062525907,1.8437392579028353,140663.20555020362,0.5603297970407815,140554.99881991756,0.6099461170382092
6011628e289a2093690900a5,array_size,624,296968.7034869318,0.7847977844531373,122773.57456369823,4.159618605969614,26224.85488921721,1.0521913465657307,299323.9363845023,0.3910381434882691,286866.4926386862,3.6992263815733577,117346.14588614642,0.3957223640504476,120445.42241247052,0.2295723580644437,117749.2164490686,1.7951383692084069
6011628e289a2093690900a7,array_size,608,300565.1853795345,2.1681452367559197,127236.88861752716,1.4773643901014375,25296.44575418107,13.144341506754776,298029.0669747249,6.579051242800155,317353.046158503,3.329752840289663,118769.32488638349,0.9248457829598193,121570.55845098064,0.3232634063779283,121509.4837211855,0.8818895342817474
6011628e289a2093690900a4,array_size,1000,181924.47564886027,2.017329036263573,78231.2837372413,0.3146225991548228,16490.852872486492,1.7604450677093133,197451.64277882595,1.4324346262359622,182165.2594895338,1.6526057563637668,68692.85472105433,2.352467783255662,72788.67947621558,2.0532700459500064,69943.11758097592,1.9088169421244785
6011628e289a2093690900a8,array_size,692,264923.7149105135,0.8957289341849848,112441.26919151262,0.23855244013918772,22984.61828943,3.5290716843992995,281333.95552798896,3.358505680392475,261524.8091328938,1.0423752752011082,98625.78565914398,0.724683309415061,98546.2953707698,1.5677341415716708,103947.34773881396,1.298817564965449
6011628e289a2093690900a3,array_size,618,297875.809314365,1.0422201163590752,116432.89007200835,14.368773590533399,26630.290592475525,0.6198313034122963,295374.47014496,3.2201962411078386,286181.27847069944,3.359485466449123,119003.70162423959,0.3268032807504267,120189.94888018032,0.33845743178667886,119095.83471939738,1.4377397803562693
6011628e289a2093690900aa,array_size,440,393153.1067721893,3.6451589827710635,171380.36170881474,5.212135998033452,34827.109403737566,6.407911584143227,412819.44903279986,6.931448908788834,429803.7430376907,1.3235064669777694,168080.601155785,0.7259910502084954,173246.32869365776,0.18010463027704007,172902.4970437526,1.9717746649318868
6011628e289a2093690900a9,array_size,86,1899514.9043919633,0.9130517202708422,833285.4691491611,0.24133114709803546,180915.40898470287,1.540794019797978,1876117.7403137502,3.980286555600531,1855184.6748792592,3.8974231423441275,892004.2718107942,3.379710608932176,914352.0808404058,0.8949993748729356,909858.0714869983,1.3653368930214274
6011628e289a2093690900a6,array_size,566,321872.9958179026,1.9554508206222128,136488.34694172736,1.5598173698067623,27985.027118366543,4.640504572959208,333878.0090677038,4.318298101336512,320540.18312020716,1.3985586434712745,129473.55424468004,0.5243402792939706,130515.46977194758,0.3439967987321507,130249.5370742102,1.195348035528939
601162cc289a2093690900b5,array_size,762,237654.20240815068,2.3352728542326098,101808.69254406878,0.6040311497644718,21610.124401949543,1.2122645736788757,234490.2342189441,12.93603710820293,257159.73390126321,0.5914957692820583,92272.54789833326,0.4836656911649249,96825.88560799215,0.32564276407424825,94464.98831690171,0.9694977897976644
601162cc289a2093690900ba,array_size,174,921687.7153051475,17.231582260349146,416665.0465222774,2.7027047893816025,92407.02638008424,1.8518693498504304,1056471.6967697565,2.7471656493804137,940267.3545387744,9.559645760494705,457082.05798453366,2.0167925484777127,436858.74462865025,0.9440639899270985,443789.32167292456,10.364636838525765
601162cc289a2093690900b6,array_size,698,265150.52062754275,0.9630092958500699,110480.10394860877,2.5498248886669055,22127.452002225116,8.455893172804377,264574.5168476846,12.265964506810223,264431.04755863803,0.9293211416649853,103345.12178069002,0.47894986115497706,101989.42552935657,3.8676141309188163,104581.55416556899,1.9284966713321088
601162cc289a2093690900bc,array_size,998,188438.02849906802,1.6538815296715197,78343.9539570459,0.5489081546405031,16588.813379819883,1.224566970770788,196110.22209608363,2.583536996795257,183803.03315505458,1.3494166599239588,70628.44878479556,0.5134664824575929,72375.0799274964,1.74664281636795,71032.19345236127,1.5705166724242405
601162cc289a2093690900b9,array_size,314,560471.2984227352,1.3341475553185993,228791.59817400904,16.942623455943444,49805.633250989005,7.718191202774503,556038.8518634058,12.503048866893105,564743.2027861302,0.900610222402682,250899.1087807727,0.5077692746235752,249971.8935047636,0.9282668835763344,245068.086714491,3.160419284669405
601162cc289a2093690900b8,array_size,496,368303.6699700471,1.019017600731547,155751.21806830497,1.0250910995621272,32731.67691682794,1.8047814358228615,361528.50862593367,2.873946917251942,309840.3513361305,42.693824168918105,150901.544285555,0.8909416230961738,152694.2503128128,0.6246803475540686,150131.31709979454,2.5846661114419245
601162cc289a2093690900b7,array_size,1004,183581.12673162614,0.9716426292736365,77975.3148660184,0.7468383207892311,16153.266162640219,3.1404631687728832,189462.07151602863,1.951177021282706,186505.88574170283,5.406437242712584,70949.82028730569,0.8622940150006191,71540.51307388065,0.681537921834807,70283.46300550546,1.1599467279540434
601162cc289a2093690900b4,array_size,868,210583.62151121275,1.7807965870634914,90265.46846819791,0.23061724311837814,18886.019046463898,1.2720461728799335,208874.61105343862,2.3964066982496113,209945.24259853965,1.9026955862820039,82310.6998458989,0.4953452913478173,82488.76435986234,0.5532461569418122,82307.02775257132,1.6081947528657392
601162cc289a2093690900bb,array_size,248,694395.3424404879,12.614691556141128,301086.8845369177,0.7306692436263982,65431.20351623696,1.8477408664986028,713666.8901621155,6.287925357931979,709467.885699727,1.647634196164428,301547.11534953804,0.4913837561806274,307052.42087771127,0.4861750878809478,324622.2712719186,0.7722845908490746
601162f3289a2093690900c9,array_size,200,860872.2003079345,5.6672205458412135,363005.46372815693,5.5564171321429985,80758.8307527872,2.2658955637744285,903504.2240383226,2.500321659677523,862047.4806389213,3.03844359387856,406636.6297929667,1.0320393447879384,413365.7698796341,0.9859625816077278,411906.3222176608,1.0311939921872244
601162f3289a2093690900c5,array_size,658,284111.7366361327,3.564393616158227,117806.77105665152,0.23713713014673377,24662.67624565012,2.345185611713175,277475.2731840304,2.75085630144343,273734.5415800195,3.3376123955084456,109314.16077568063,2.166272158220318,111144.8648127055,0.24275969039462547,110658.86774854081,1.918347786329135
601162f3289a2093690900c7,array_size,418,442029.3520044756,2.305133984816633,183257.62573900845,0.5549404075953853,38999.04714842143,2.285134335917938,455068.28680860944,1.0142692524891523,423700.9317404614,1.0800566207961606,182671.15180222105,0.8373127813247535,184302.84958476765,0.4833125248774539,182180.21611273455,1.1556714180355865
601162f3289a2093690900cb,array_size,688,278110.2449030415,2.1161732833517597,113214.5658598321,0.26874104386101894,23812.85103924357,1.378659668604734,267948.3183143773,1.1578987996961796,278292.5992997712,1.1292599306475268,105541.93418350688,0.41786410082748393,103857.71276933387,3.484025347600507,106908.28741364782,1.0863401438477749
601162f3289a2093690900c6,array_size,626,295712.30612430425,0.6894011831823368,123904.75218275501,1.2524391262995769,25933.155684380872,2.754056844211861,293780.2077441195,6.479839483430437,292311.4521239743,1.4722345849480571,115026.02875875394,2.4210247590605714,117278.8358623947,0.3678750242752969,116223.36355142637,1.6323885390751283
601162f3289a2093690900c8,array_size,510,360543.6713347566,1.1543494845510947,150903.72426665184,1.9984580494230364,32038.613588954362,1.0611630379091657,348478.9866584619,2.45324756274088,378114.1471049247,0.3458065326388258,148234.49515231646,1.0818766429454314,145255.74352079435,2.354306838198278,149124.5876838234,0.9978384514151876
601162f3289a2093690900ca,array_size,106,1581521.5281969416,4.079291276129568,677651.2020330476,1.2329766895095093,142387.5324611582,14.060914620586251,1534892.0954378634,6.604151858336873,1659676.4312050587,1.6147555734618648,744151.0677229033,0.7572580702724477,773860.7362275581,0.5635404008606341,742657.032633114,1.8064476905451858
601162f3289a2093690900cc,array_size,426,419459.2513506809,1.1981059938015783,180051.10521241455,1.926772742171586,37975.355319040544,4.335528862161042,425950.1434045177,3.381038333602466,446865.0952216249,0.5122274231757911,172616.69808604685,0.6014521211121662,178185.02651478024,0.5673428238686801,173292.78425334932,5.506462884946799
6011631a289a2093690900d4,array_size,564,323757.8018716737,1.4836396181969949,137026.98019846372,1.0132457805110149,28673.361981424845,4.604875364280686,315164.97569603595,10.96085612574525,348265.84038976877,1.6845093726215905,127038.39735020125,0.8499824902532901,124840.7163188063,0.24184630315344752,134151.12749261176,0.4720990372594437
6011631a289a2093690900d5,array_size,726,257212.95173737893,2.6468094160238214,107021.82397621669,1.1340527582952644,22561.340078936326,1.4080448242650898,270064.32163659995,1.2860874981489783,251908.40627875895,2.0811127696179375,99767.52076846747,0.35235352849997065,100205.86836322273,0.9648334875339981,101539.40706314232,0.7560266380058073
6011631a289a2093690900d3,array_size,90,1781143.233873837,3.854914364440263,795774.9842809904,0.20765837002059404,175020.3775248347,0.9005014627345326,1828590.866005894,2.8374375235157268,1810449.6216073837,2.5321841216804515,877660.7000352347,0.5992054434986239,889424.7151277844,1.2496144945997743,861175.3646879961,6.005636871284594
6011631a289a2093690900d8,array_size,810,224280.8352244063,1.935636783550522,95911.53968781032,0.6156778571686247,20401.049729540635,0.5356081622183053,223792.97285218013,2.17122870669198,228569.73099701086,0.7905652870908151,83053.75007290291,0.650693173030768,83342.08398799394,0.6148669917587797,88658.20771190384,0.7843876410565849
6011631a289a2093690900d7,array_size,896,205615.46016717496,1.062408529734265,86722.97531941367,0.8409533074395334,17900.874742586075,4.103069908871454,216713.94615686938,4.036959409044902,205016.45975535974,1.5262273291786514,76805.31021315523,0.6059996799779118,76999.24718162604,0.7669127031943204,80674.61264225404,1.8782974846783627
6011631a289a2093690900d6,array_size,648,283643.6583348851,0.8882547112744027,118220.17622378247,4.0058314805865685,24689.333810972177,3.9388307025868596,279321.64755438454,2.9391005452907777,282424.4269826465,1.3506241313375522,107372.73973225523,1.5122521870875514,110940.48083020236,0.44375118122288437,111529.01286274321,0.9500472249302828
60116342289a2093690900e0,array_size,458,392186.85248173226,1.1437371875370512,167393.4418950595,1.5320007666260875,35695.63705815027,1.338837435201184,392638.9836235031,1.0114534849749874,411111.1468838493,1.6410689162708159,158281.5321556596,12.11307871514647,167589.47996377747,0.582670581848207,168126.74392677654,0.6339991118062622
60116342289a2093690900e2,array_size,782,240021.29174739218,2.862742491177674,99043.12148886803,1.3107315507429111,20784.22294986781,2.1813091564143017,233952.60635030104,5.558591989544634,237484.43248483384,1.0814999883592644,91209.57204961086,1.1463140643100118,92644.58441741945,0.5457985181172017,94586.06490389198,0.7325221873245693
60116342289a2093690900e1,array_size,686,268229.1465976618,1.2867785357967256,112942.08604499005,1.3937307553226987,23805.232838203734,0.9583666028314857,267018.27251237305,0.7883180773934054,281045.44031730754,0.45732433543868606,104182.97607921353,3.2314360706790906,103773.80873914663,4.163132863286457,106677.53228044405,1.102420258499217
