_id,subject.name,subject.value,results.concat_with_reduce().performance,results.concat_with_reduce().rme,results.concat_with_join().performance,results.concat_with_join().rme,results.concat_with_toString().performance,results.concat_with_toString().rme,results.concat_with_for_loop_and_+_operator.performance,results.concat_with_for_loop_and_+_operator.rme,results.concat_with_for_and_concat_function.performance,results.concat_with_for_and_concat_function.rme,results.concat_recursive_with_+_operator.performance,results.concat_recursive_with_+_operator.rme,results.concat_tail_recursive_with_+_operator.performance,results.concat_tail_recursive_with_+_operator.rme,results.concat_recursive_with_concat_function.performance,results.concat_recursive_with_concat_function.rme
60115fa7289a209369090004,array_size,834,224119.75564998196,3.20389393171676,92792.97081480193,1.9243304435755388,19680.685213729186,0.6067238781309943,223596.24025719202,2.244102240006839,227209.80395781607,4.0673180173100345,85511.1843227958,3.7997506644859445,87933.1961875488,2.234406583736746,86716.65511850982,0.4455988505247247
60115fa7289a209369090005,array_size,224,763103.5402849575,7.563474318366574,335843.7506203495,0.5496493062873373,70460.90162271258,7.426071405219566,734060.789809467,11.933143701774547,718524.2531861466,22.345951230415956,360881.9582100901,1.5463707935847004,356933.2620138024,3.227712332868224,350459.63168130437,3.8543823987112273
60115fd2289a209369090009,array_size,756,242711.2395434281,1.54382157583835,102820.71343403212,1.0055344138775113,21724.0849640505,1.0463954703126788,235011.30374692052,7.238475225818747,260141.1430536897,1.6241083011356623,91662.21731155386,3.321941674368587,92465.3680951745,3.541795226971598,93510.34250759146,3.3505499967407157
60115fd2289a20936909000a,array_size,494,383289.8356365187,2.1839896835946098,156967.83692778423,0.2033301249500198,33323.258891943595,1.328942672367991,373414.41103627166,1.3733150426329321,381068.67091284145,5.087871952845329,145738.80249204545,4.294301931730268,150463.9905093761,2.1671235498258783,148134.478056375,1.798797779217672
60115ffb289a20936909000f,array_size,722,261020.76966529567,2.3256415930540895,106458.40584081276,2.672972265349842,22459.16462369745,1.2407001018103498,258183.2490366808,1.3514894857630315,219578.27187902972,20.758431139044077,92757.69437328322,9.744741622170297,102505.9344444734,0.5742939676944907,99665.9224559943,0.5637280585156745
60115ffb289a209369090010,array_size,826,229856.65981800327,3.13705881142362,94141.06823334188,0.43884070181972584,19896.06801944578,0.7695083542029006,222437.10002004556,4.107096774435891,218766.93367870667,1.9142324055078288,86285.27142502909,2.315981371029532,87559.2991091972,1.9772166729651222,87073.34756048724,0.36350575356992093
60115ffb289a209369090012,array_size,438,415269.9704465452,3.8100515573473,176578.80038649339,0.32862192839193527,37394.16336105572,0.9494872023873023,405352.6144899439,3.6715368508309343,417554.9386923917,2.629250003818654,169626.0200658533,0.9793501047098151,165562.73762788772,4.268912292138797,172086.57105506503,0.5532815510611429
60115ffb289a209369090011,array_size,668,281010.6337840523,2.8322130289008327,116372.19814900834,0.6945548438979628,24703.246495668776,0.905202300386671,279701.4786547366,1.1542979406861018,277704.1922262294,8.556626862801158,103969.65048938997,7.927192356313374,107003.36690477598,7.491976059531905,107523.85674439042,0.8359841656639012
60116027289a209369090017,array_size,348,516903.1725834531,5.447763552056049,212854.03337923394,3.021756775702686,46955.19117727464,2.400189600930632,510429.55632107856,4.7967582391852375,538637.3917861183,0.6417900738978904,216472.1207242786,1.9981287915106574,208932.81971395333,3.4923289393194357,217854.7492003816,0.6020699985124959
60116027289a209369090018,array_size,928,200590.6234384617,4.193995295254189,84191.25409807095,0.2868944617598334,17661.504008573706,0.6308505179632788,202420.7003777793,1.165835197540113,199294.09548805293,6.509775194507227,77797.77957207967,1.965851904321834,77117.68198685987,1.3421633379381162,76979.57638957395,0.6527001048570119
60116027289a209369090016,array_size,578,317636.6767528571,0.9391770034970942,134120.76030569375,0.45424119523529954,27908.34841128639,4.6449991485319835,321238.089249529,4.0465555273773095,331898.3118026818,6.5423869393823875,126026.4473734621,1.0404240431149883,125465.42248073885,2.0703658111623526,125627.2174088138,1.9221703750019075
60116052289a20936909001b,array_size,282,633657.1561075764,5.27422898075428,269993.4926457815,1.1002570932600648,57891.01486461457,1.2505714673174557,634054.0232071817,1.076337256366469,641171.6144536908,4.426389879942655,281762.4675549201,0.9462580890317117,285552.7809514554,0.5291051045394198,278769.62815233413,0.589179404108644
60116052289a20936909001c,array_size,728,255394.45731484165,2.615805254035436,107005.24584273777,0.4864523940640776,22495.69222220697,1.145873147537107,256764.082308709,1.1740510319085555,246615.2197587812,19.409499421471654,97410.2101188189,2.8194772533783494,102103.12859333963,0.8912645584566581,99267.51878235287,0.47670863520025125
6011607c289a209369090023,array_size,110,1499048.7098666243,4.683085881047569,653407.3318094367,2.1816056108209962,145733.48428749785,0.9364957119113417,1572714.5652114444,0.7994989654860304,1558150.0710438557,3.064164014302264,725043.6673085905,1.5021696637959283,732490.5467967022,0.6723034478122422,719727.7544968312,0.4299027773142152
6011607c289a20936909001e,array_size,832,228368.88218317687,4.18800330003473,93786.45837625217,0.39539580895213317,19542.749037811343,3.006516346608138,222627.81765330627,1.8867217919555714,218898.64773130728,7.41476389087215,86351.70195565316,4.072550712724259,85556.42733549123,0.42244846704938227,88883.82942692711,0.39685502445396503
6011607c289a209369090025,array_size,352,516307.3592377288,3.8725035286451437,216552.1904104919,1.2895212830902323,46598.284026630856,0.568868895038645,466951.0659606842,8.558788374228246,502871.9778738627,3.8591793661984584,216190.06988625933,2.077551435262193,213511.41525232652,0.8255117604317228,221080.4046984393,0.5093089139776942
6011607c289a209369090026,array_size,182,907480.9255665003,6.617077820946189,411452.0431658897,2.2562768615914908,85806.065058854,7.500559721526821,984180.3748477963,2.522316325758314,990959.7672817754,2.4403774421171214,444165.4267071182,1.3227767198357911,434595.5341030569,0.5477479562131569,416578.7896862635,19.763022431171006
6011607c289a209369090024,array_size,238,746577.8923322003,2.152546581749648,317761.54605391365,0.5048652121776368,64780.478195820455,13.345285109569963,723542.3316529216,5.43836456522295,738344.7090258705,6.585613293380087,340669.86196646106,1.2029970451584724,337023.01535023283,1.400691047773415,342881.0025686584,0.9727213679995911
601160a7289a20936909002a,array_size,226,756181.2023797359,9.159425907777392,320816.25218118785,1.0929122879568356,70685.75748852303,4.211169819794377,709640.0290664556,21.942119766358665,818863.7800428405,1.418620073105875,353759.5298290118,1.9015297207652377,358398.8443724047,0.6769789755169059,350874.23329530715,2.0077202903985505
601160a7289a20936909002b,array_size,554,338044.54314128077,5.915477938600051,140866.42125432493,0.3903592030064611,29596.911328534617,2.6551936979201387,341122.5391288279,0.9781026720954166,337515.9501906793,2.4763139755438113,134162.34166511963,1.4063904474272426,128542.891450058,1.7909781843820578,135798.42575466863,0.5053153176590575
